category,name,message,status,severity,type,email_subject,is_audit,send_to_syslog
cloudaccounts,AzureCloudAccountDeletionSucceeded,Successfully deleted permissions of the Azure Subscription ${subscriptionName} with ID ${nativeId} for feature ${feature}.,Success,Info,Configuration,Delete Azure cloud account,No,No
cloudaccounts,AzureCloudAccountDisconnected,"The Subscription ${subscriptionName} (${nativeId}) was disconnected because the Azure Active Directory application created for Rubrik was deleted. Under Remote Settings, open Azure Subscriptions and upgrade permissions to reconnect Subscription.",Failure,Critical,Configuration,Subscription ${subscriptionName} (${nativeId}) is disconnected,No,No
cloudaccounts,AzureCloudAccountMissingPermissions,The Subscription ${subscriptionName} (${nativeId}) requires additional permissions for a recent enhancement with ${feature}. Navigate to Azure Subscriptions under Remote Settings and upgrade permissions to reconnect Subscription.,Success,Warning,Configuration,Subscription ${subscriptionName} (${nativeId}) requires additional permissions for ${feature}.,No,No
cloudaccounts,AzureCloudAccountUpdateNameFailed,Failed to update name of the Azure Subscription with ID ${nativeId} to ${name}. Reason: ${reason},Failure,Critical,Configuration,Failed to update name of Azure Subscription,No,No
cloudaccounts,AzureCloudAccountUpdateNameSucceeded,Successfully updated name of the Azure Subscription with ID ${nativeId} to ${name}.,Success,Info,Configuration,Updated name of Azure Subscription,No,No
cloudaccounts,AzureCloudAccountUpdateRegionsFailed,Failed to update regions in the Azure Subscription ${subscriptionName} with ID ${nativeId} for feature ${feature}. Reason: ${reason},Failure,Critical,Configuration,Update Azure cloud account regions,No,No
cloudaccounts,AzureCloudAccountUpdateRegionsSucceeded,Successfully updated regions in the Azure Subscription ${subscriptionName} with ID ${nativeId} for feature ${feature}.,Success,Info,Configuration,Update Azure cloud account regions,No,No
cloudaccounts,AzureCloudAccountUpgradeFailed,Failed to update permissions of the Azure Subscription ${subscriptionName} with ID ${nativeId} for feature ${feature}. Reason: ${reason},Failure,Critical,Configuration,Failed to update permissions of Azure Subscription,No,No
cloudaccounts,AzureCloudAccountUpgradeSucceeded,Successfully updated permissions of the Azure Subscription ${subscriptionName} with ID ${nativeId} for feature ${feature}.,Success,Info,Configuration,Updated permissions of Azure Subscription,No,No
cloudaccounts,AzureEntraIDGroupCreationFailed,${userEmail} unable to create Azure Entra ID group '${groupName}' in Azure tenant ${tenantDomain} with member '${servicePrincipalName}' (ID ${servicePrincipalId}). Failure reason: ${reason}.,Failure,Critical,Configuration,n/a,Yes,Yes
cloudaccounts,AzureEntraIDGroupCreationSucceeded,${userEmail} successfully created Azure Entra ID group '${groupName}' (ID ${groupId}) in Azure tenant ${tenantDomain} with member '${servicePrincipalName}' (ID ${servicePrincipalId}).,Success,Info,Configuration,n/a,Yes,Yes
cloudaccounts,AzureEntraIDGroupDeletionFailed,${userEmail} unable to delete Azure Entra ID group '${groupName}' (ID ${groupId}) from Azure tenant ${tenantDomain}.  Failure reason: ${reason}.,Failure,Critical,Configuration,n/a,Yes,Yes
cloudaccounts,AzureEntraIDGroupDeletionSucceeded,${userEmail} successfully deleted Azure Entra ID group '${groupName}' (ID ${groupId}) from Azure tenant ${tenantDomain}.,Success,Info,Configuration,n/a,Yes,Yes
cloudaccounts,AzureEntraIDGroupMemberAdditionFailed,${userEmail} unable to add member '${servicePrincipalName}' (ID ${servicePrincipalId}) to Azure Entra ID group '${groupName}' (ID ${groupId}) in Azure tenant ${tenantDomain}.  Failure reason: ${reason}.,Failure,Critical,Configuration,n/a,Yes,Yes
cloudaccounts,AzureEntraIDGroupMemberAdditionSucceeded,${userEmail} successfully added member '${servicePrincipalName}' (ID ${servicePrincipalId}) to Azure Entra ID group '${groupName}' (ID ${groupId}) in Azure tenant ${tenantDomain}.,Success,Info,Configuration,n/a,Yes,Yes
azurenative,AzureNativeArchiveSnapshotJobFailed,Failed to archive ${uploadType} snapshot taken at  ${snapshotTimeDisplay} of the ${snappableDisplay} to the  ${targetContainerName} container in ${storageAccountName} storage  account of ${targetLocation} location. Reason: ${reason}.,Failure,Critical,Archive,Archival of snapshot of the ${snappableDisplay},No,No
azurenative,AzureNativeArchiveSnapshotJobSucceeded,Successfully archived ${uploadType} snapshot taken at ${snapshotTimeDisplay} of the ${snappableDisplay} to the ${targetContainerName} container in ${storageAccountName}  storage account of ${targetLocation} location. Processed  ${dataTransferredFromSource} of data and uploaded  ${dataUploadedToDestination} (compressed) to Archival Location.,Success,Info,Archive,Archival of snapshot of the ${snappableDisplay},No,No
azurenative,AzureNativeArchiveSnapshotTaskCleanupFailed,An error occurred while cleaning up a failed attempt to archive the snapshot taken at ${snapshotTimeDisplay} of the ${snappableDisplay}. Reason: ${reason},PartialSuccess,Warning,Diagnostic,n/a,No,No
azurenative,AzureNativeArchiveSnapshotTaskFailed,Failed to upload the snapshot to the ${targetContainerName} container in ${storageAccountName} storage account of ${targetLocation} location. Reason: ${reason}.,TaskFailure,Warning,Archive,n/a,No,No
azurenative,AzureNativeArchiveSnapshotTaskStarted,Uploading the snapshot to the ${targetContainerName} container in ${storageAccountName} storage account of ${targetLocation} location.,Running,Info,Archive,n/a,No,No
azurenative,AzureNativeArchiveTierRehydrationStarted,Started rehydration of archived data from ${sourceContainer} container  to ${destinationContainer} container in ${storageAccount} storage account.,Running,Info,Recovery,n/a,No,No
azurenative,AzureNativeArchiveTierRehydrationSucceeded,Successfully rehydrated archived data from ${sourceContainer} container  to ${destinationContainer} container in ${storageAccount} storage account.,Success,Info,Recovery,n/a,No,No
azurenative,AzureNativeBackupSQLDatabaseBackupTaskFailed,Failed to sync backups of all databases in ${serverDisplayName}. Reason: ${reason}.,TaskFailure,Warning,Backup,n/a,No,No
azurenative,AzureNativeBackupSQLDatabaseBackupTaskStarted,Started syncing backups of all databases in ${serverDisplayName}.,Running,Info,Backup,n/a,No,No
azurenative,AzureNativeBackupSQLDatabaseBackupTaskSuccess,Successfully synced backups of all databases in ${serverDisplayName}.,TaskFailure,Info,Backup,n/a,No,No
azurenative,AzureNativeBackupSQLDatabaseJobCanceled,Canceled syncing backups and SLAs of databases in the ${serverDisplayName} ${serverTypeDisplayName} in the ${resGroupDisplayName} resource group in the ${subscriptionDisplayName} subscription.,Canceled,Info,Backup,${serverTypeDisplayName} ${maintenanceType} Backup.,No,No
azurenative,AzureNativeBackupSQLDatabaseJobCanceling,Canceling sync of backups and SLAs of databases in the ${serverDisplayName} ${serverTypeDisplayName} in the ${resGroupDisplayName} resource group in the ${subscriptionDisplayName} subscription.,Canceling,Info,Backup,n/a,No,No
azurenative,AzureNativeBackupSQLDatabaseJobFailed,Failed to sync backups and SLAs of databases in the ${serverDisplayName} ${serverTypeDisplayName} in the ${resGroupDisplayName} resource group in the ${subscriptionDisplayName} subscription. Reason: ${reason}.,Failure,Critical,Backup,${serverTypeDisplayName} ${maintenanceType} Backup,No,No
azurenative,AzureNativeBackupSQLDatabaseJobStarted,Started syncing backups and SLAs of databases in the ${serverDisplayName} ${serverTypeDisplayName} in the ${resGroupDisplayName} resource group in the ${subscriptionDisplayName} subscription.,TaskSuccess,Info,Backup,n/a,No,No
azurenative,AzureNativeBackupSQLDatabaseJobSucceeded,Successfully synced backup and SLAs of databases in the ${serverDisplayName} ${serverTypeDisplayName} in the ${resGroupDisplayName} resource group in the ${subscriptionDisplayName} subscription.,Success,Info,Backup,${serverTypeDisplayName} ${maintenanceType} Backup,No,No
azurenative,AzureNativeCreateDiskSnapshotJobCanceled,"Canceled ${maintenanceType} snapshot of the ${diskDisplayName} disk in the ${resGroupDisplayName} resource group in the ${subscriptionDisplayName} subscription. This can happen if the disk became unprotected, or was deleted.",Canceled,Info,Backup,Azure Disk ${maintenanceType} Backup,No,No
azurenative,AzureNativeCreateDiskSnapshotJobCanceling,Canceling ${maintenanceType} snapshot of the ${diskDisplayName} disk in the ${resGroupDisplayName} resource group in the ${subscriptionDisplayName} subscription.,Canceling,Info,Backup,n/a,No,No
azurenative,AzureNativeCreateDiskSnapshotJobFailed,Failed to create ${maintenanceType} snapshot of the ${diskDisplayName} disk in the ${resGroupDisplayName} resource group in the ${subscriptionDisplayName} subscription. Reason: ${reason}.,Failure,Critical,Backup,Azure Disk ${maintenanceType} Backup,No,No
azurenative,AzureNativeCreateDiskSnapshotJobStarted,Started ${maintenanceType} snapshot of the ${diskDisplayName} disk in the ${resGroupDisplayName} resource group in the ${subscriptionDisplayName} subscription.,TaskSuccess,Info,Backup,n/a,No,No
azurenative,AzureNativeCreateDiskSnapshotJobSucceeded,Successfully created ${maintenanceType} snapshot of the ${diskDisplayName} disk in the ${resGroupDisplayName} resource group in the ${subscriptionDisplayName} subscription.,Success,Info,Backup,Azure Disk ${maintenanceType} Backup,No,No
azurenative,AzureNativeCreateNewStorageAccountTaskStarted,"Started creating storage account with name: ${storageAccountName} in resource group: ${resourceGroupName}, subscription:${subscriptionName},  region: ${regionName}.",Running,Info,Recovery,n/a,No,No
azurenative,AzureNativeCreateStorageAccountTaskFailed,"Failed to create storage account with name: ${storageAccountName} in resource group: ${resourceGroupName}, subscription:${subscriptionName}, region: ${regionName}. Reason: ${reason}",TaskFailure,Warning,Recovery,n/a,No,No
azurenative,AzureNativeCreateStorageAccountTaskSucceeded,"Successfully created storage account with name: ${storageAccountName} in resource group: ${resourceGroupName}, subscription:${subscriptionName}, region: ${regionName}.",TaskSuccess,Info,Recovery,n/a,No,No
azurenative,AzureNativeCreateVMSnapshotJobCanceled,"Canceled ${maintenanceType} snapshot of the ${vmDisplayName} virtual machine in the ${resGroupDisplayName} resource group in the ${subscriptionDisplayName} subscription. This can happen if the virtual machine became unprotected, or was deleted.",Canceled,Info,Backup,Azure Virtual Machine ${maintenanceType} Backup,No,No
azurenative,AzureNativeCreateVMSnapshotJobCanceling,Canceling ${maintenanceType} snapshot of the ${vmDisplayName} virtual machine in the ${resGroupDisplayName} resource group in the ${subscriptionDisplayName} subscription.,Canceling,Info,Backup,n/a,No,No
azurenative,AzureNativeCreateVMSnapshotJobFailed,Failed to create ${maintenanceType} snapshot of the ${vmDisplayName} virtual machine in the ${resGroupDisplayName} resource group in the ${subscriptionDisplayName} subscription. Reason: ${reason}.,Failure,Critical,Backup,Azure Virtual Machine ${maintenanceType} Backup,No,No
azurenative,AzureNativeCreateVMSnapshotJobSnapshotSkipped,Failed to create ${maintenanceType} ${snapshotLevelText} snapshot of the ${vmDisplayName} virtual machine. Snapshot is cancelled. Reason: ${reason}.,Failure,Critical,Backup,Azure Virtual Machine ${maintenanceType} Backup,No,No
azurenative,AzureNativeCreateVMSnapshotJobStarted,Started ${maintenanceType} snapshot of the ${vmDisplayName} virtual machine in the ${resGroupDisplayName} resource group in the ${subscriptionDisplayName} subscription.,TaskSuccess,Info,Backup,n/a,No,No
azurenative,AzureNativeCreateVMSnapshotJobSucceeded,Successfully created ${maintenanceType} snapshot of the ${vmDisplayName} virtual machine in the ${resGroupDisplayName} resource group in the ${subscriptionDisplayName} subscription.,Success,Info,Backup,Azure Virtual Machine ${maintenanceType} Backup,No,No
azurenative,AzureNativeCreateVMSnapshotTaskFailed,Failed to take ${snapshotLevelText} snapshot of the ${vmDisplayName} virtual machine. Reason: ${reason}.,TaskFailure,Critical,Backup,n/a,No,No
azurenative,AzureNativeCreateVMSnapshotTaskPostScriptFailed,An application consistent snapshot of the ${vmDisplayName} was successfully created but the post script ${postScriptPath} failed on the virtual machine. Reason: ${reason}.,TaskFailure,Critical,Backup,Azure Virtual Machine ${maintenanceType} Backup,No,No
azurenative,AzureNativeCreateVMSnapshotTaskStarted,Creating ${snapshotLevelText} snapshot of the ${vmDisplayName} virtual machine.,TaskSuccess,Info,Backup,n/a,No,No
azurenative,AzureNativeCreateVMSnapshotTaskSucceeded,Successfully created ${snapshotLevelText} snapshot of the ${vmDisplayName} virtual machine.,TaskSuccess,Info,Backup,n/a,No,No
azurenative,AzureNativeCreateVMSnapshotTaskWarning,Failed to take ${snapshotLevelText} snapshot of the ${vmDisplayName} virtual machine. Reason: ${reason}.,TaskFailure,Warning,Backup,n/a,No,No
azurenative,AzureNativeDBLTRSnapshotExpiryTaskFailed,Failed to sync LTR backups for all databases in server ${serverDisplayName}. Reason: ${reason}.,TaskFailure,Warning,Backup,n/a,No,No
azurenative,AzureNativeDBLTRSnapshotExpiryTaskStarted,Started syncing LTR backups for all databases in server ${serverDisplayName}.,Running,Info,Backup,n/a,No,No
azurenative,AzureNativeDBLTRSnapshotExpiryTaskSucceeded,Successfully synced LTR backups for all databases in server ${serverDisplayName}.,TaskSuccess,Info,Backup,n/a,No,No
azurenative,AzureNativeDBPrereqVerifyJobCanceled,Canceled prerequisite verification of the ${serverDisplayName} -  ${serverTypeDisplayName} in the ${resGroupDisplayName} resource group of the ${subscriptionDisplayName} subscription.,Canceled,Info,Configuration,n/a,No,No
azurenative,AzureNativeDBPrereqVerifyJobCanceling,Canceling prerequisite verification of the ${serverDisplayName} -  ${serverTypeDisplayName} in the ${resGroupDisplayName} resource group of the ${subscriptionDisplayName} subscription.,Canceling,Info,Configuration,n/a,No,No
azurenative,AzureNativeDBPrereqVerifyJobFailed,Failed prerequisite verification of the ${serverDisplayName} -  ${serverTypeDisplayName} in the ${resGroupDisplayName} resource group of the ${subscriptionDisplayName} subscription. Reason: ${reason}.,Failure,Critical,Configuration,n/a,No,No
azurenative,AzureNativeDBPrereqVerifyJobQueued,Queued prerequisite verification of the ${serverDisplayName} -  ${serverTypeDisplayName} in the ${resGroupDisplayName} resource group of the ${subscriptionDisplayName} subscription.,Queued,Info,Configuration,n/a,No,No
azurenative,AzureNativeDBPrereqVerifyJobStarted,Started prerequisite verification of the ${serverDisplayName} -  ${serverTypeDisplayName} in the ${resGroupDisplayName} resource group of the ${subscriptionDisplayName} subscription.,TaskSuccess,Info,Configuration,n/a,No,No
azurenative,AzureNativeDBPrereqVerifyJobSucceeded,Successfully completed prerequisite verification of the ${serverDisplayName} -  ${serverTypeDisplayName} in the ${resGroupDisplayName} resource group of the ${subscriptionDisplayName} subscription.,Success,Info,Configuration,n/a,No,No
azurenative,AzureNativeDatabaseCreationTaskFailed,Failed creating an empty database ${databaseDisplayName} in server ${serverDisplayName} and region ${region}. Reason: ${reason}.,TaskFailure,Critical,Recovery,n/a,No,No
azurenative,AzureNativeDatabaseCreationTaskStarted,Creating an empty database ${databaseDisplayName} in server ${serverDisplayName} and region ${region}.,TaskSuccess,Info,Recovery,n/a,No,No
azurenative,AzureNativeDatabaseCreationTaskSuceeded,Successfully created an empty database ${databaseDisplayName} in server ${serverDisplayName} and region ${region}.,TaskSuccess,Info,Recovery,n/a,No,No
